Date,NG_CT_pair,LE_PL_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_PL_pair_NG_CT_pair_pair,sharpe,CAGR
1991-02-08,1.0,1.0174324682219404,-0.4797579765405315,0.5118786577792033,,False,False,0.0,False,False,0.0,0.0,-0.0005143594724489722,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-09,1.0,1.0174324682219404,-0.48047471977691075,0.5111494199391324,,False,False,0.0,False,False,0.0,0.0,-0.0004897992114433854,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-10,1.0,1.0174324682219404,-0.4811579285576156,0.5104543011430691,,False,False,0.0,False,False,0.0,0.0,-0.00046666496811527923,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-11,1.0,1.0174324682219404,-0.4818094725436177,0.5097913991372358,,False,False,0.0,False,False,0.0,0.0,-0.00044483839742268864,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-12,1.0,1.0174324682219404,-0.4824310737205311,0.5091589619175592,,False,False,0.0,False,False,0.0,0.0,-0.00042421505950098403,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-13,1.0,1.0174324682219404,-0.4830243231681441,0.508555370667803,,False,False,0.0,False,False,0.0,0.0,-0.00040470241930901324,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-14,1.0,1.0174324682219404,-0.4835906954713195,0.5079791250974506,,False,False,0.0,False,False,0.0,0.0,-0.0003862181689582891,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-15,1.0,1.0174324682219404,-0.4841315611441085,0.5074288308010084,,False,False,0.0,False,False,0.0,0.0,-0.0003686888155138881,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-16,1.0,1.0174324682219404,-0.4846481973747192,0.5069031883257253,,False,False,0.0,False,False,0.0,0.0,-0.00035204848819793384,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-17,1.0,1.0174324682219404,-0.48514179734693375,0.5064009836876808,,False,False,0.0,False,False,0.0,0.0,-0.0003362379276898899,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-18,1.0,1.0174324682219404,-0.48561347835115787,0.5059210801193397,,False,False,0.0,False,False,0.0,0.0,-0.00032120362716816055,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-19,1.0,1.0174324682219404,-0.4860642888635622,0.5054624108670037,,False,False,0.0,False,False,0.0,0.0,-0.00030689710026098,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-20,1.0,1.0174324682219404,-0.48649521474321006,0.5050239728856528,,False,False,0.0,False,False,0.0,0.0,-0.0002932742555057494,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-21,1.0,1.0174324682219404,-0.48690718467346894,0.5046048213026764,,False,False,0.0,False,False,0.0,0.0,-0.00028029486048068236,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-22,1.0,1.0174324682219404,-0.4873010749544275,0.504204064541912,,False,False,0.0,False,False,0.0,0.0,-0.000267922081658559,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-23,1.0,1.024135154912691,-0.48767101904368254,0.5005589653652683,,False,False,0.0,False,False,0.0,0.0,-0.0024309720038651885,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-24,1.0,1.0251971194963372,-0.48801765556666465,0.4996857052496998,,False,False,0.0,False,False,0.0,0.0,-0.0005820514532349235,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-25,1.0,1.0261528939467508,-0.48834173203756115,0.4988867184346879,,False,False,0.0,False,False,0.0,0.0,-0.0005322628377378258,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-26,1.0,1.0249899428922942,-0.48864611386709633,0.49914264765282346,,False,False,0.0,False,False,0.0,0.0,0.0001705220137911894,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-27,1.0,1.0350539855253091,-0.4889220389724581,0.4939392949503967,,False,False,0.0,False,False,0.0,0.0,-0.0034549422111477246,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-02-28,1.0,1.0350539855253091,-0.48917214714329244,0.4936804194913622,,False,False,0.0,False,False,0.0,0.0,-0.00017185958569764762,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-01,1.0,1.0298606835367359,-0.48940412831779,0.4959819298849404,,False,False,0.0,False,False,0.0,0.0,0.0015302411848031239,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-02,1.0,1.030917157173414,-0.48961838054419576,0.495244011029527,,False,False,0.0,False,False,0.0,0.0,-0.0004903910406884519,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-03,1.0,1.0326868016721196,-0.4898145878963942,0.4941749398129254,,False,False,0.0,False,False,0.0,0.0,-0.0007099571157812897,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-04,1.0,1.034284804163313,-0.4899927179582383,0.49320797766511404,,False,False,0.0,False,False,0.0,0.0,-0.0006417356433258486,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-05,1.0,1.0374643215873145,-0.4901511828932864,0.49148563556439695,,False,False,0.0,False,False,0.0,0.0,-0.0011417472324577354,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-06,1.0,1.0537948759198053,-0.490275050959347,0.4833506635077187,,False,False,0.0,False,False,0.0,0.0,-0.005363779128729165,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-07,1.0,1.0537948759198053,-0.4903683035998234,0.4832523943530187,,False,False,0.0,False,False,0.0,0.0,-6.478939167871455e-05,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-08,1.0,1.0537948759198053,-0.4904345627818103,0.48318257076655824,,False,False,0.0,False,False,0.0,0.0,-4.603295367969704e-05,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-09,1.0,1.0537948759198053,-0.49047711295023527,0.4831377316171025,,False,False,0.0,False,False,0.0,0.0,-2.956046200789647e-05,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-10,1.0,1.0537948759198053,-0.49049892378650106,0.48311474746960614,,False,False,0.0,False,False,0.0,0.0,-1.515219919107995e-05,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-11,1.0,1.0537948759198053,-0.49050267311658413,0.4831107964447764,,False,False,0.0,False,False,0.0,0.0,-2.604689136484821e-06,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-12,1.0,1.0537948759198053,-0.49049076948108755,0.4831233404348675,,False,False,0.0,False,False,0.0,0.0,8.269617712156226e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-13,1.0,1.0537948759198053,-0.49046537401424695,0.4831501020476958,,False,False,0.0,False,False,0.0,0.0,1.76428879775495e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-14,1.0,1.0537948759198053,-0.4904284213857278,0.483189042538281,,False,False,0.0,False,False,0.0,0.0,2.5672606328171042e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-15,1.0,1.0537948759198053,-0.49038163964297754,0.4832383408990778,,False,False,0.0,False,False,0.0,0.0,3.250237801108082e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-16,1.0,1.0537948759198053,-0.49032656885701975,0.48329637421113303,,False,False,0.0,False,False,0.0,0.0,3.826278982160646e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-17,1.0,1.0537948759198053,-0.49026457852441097,0.4833616993059927,,False,False,0.0,False,False,0.0,0.0,4.3072296690508306e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-18,1.0,1.0537948759198053,-0.4901968837155917,0.4834330357486528,,False,False,0.0,False,False,0.0,0.0,4.703810932300203e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-19,1.0,1.0537948759198053,-0.49012455998751747,0.48350925012270485,,False,False,0.0,False,False,0.0,0.0,5.025706491002155e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-20,1.0,1.0537948759198053,-0.4900485570983065,0.48358934157791045,,False,False,0.0,False,False,0.0,0.0,5.281646812542155e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-21,1.0,1.0537948759198053,-0.48996971157536046,0.48367242858598025,,False,False,0.0,False,False,0.0,0.0,5.479489368667434e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-22,1.0,1.0537948759198053,-0.4898887581973687,0.4837577368408964,,False,False,0.0,False,False,0.0,0.0,5.62629449059212e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-23,1.0,1.0537948759198053,-0.4898063404559026,0.48384458823453824,,False,False,0.0,False,False,0.0,0.0,5.7283965065763015e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-24,1.0,1.0537948759198053,-0.4897230200648205,0.48393239083572015,,False,False,0.0,False,False,0.0,0.0,5.7914700275344725e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-25,1.0,1.0537948759198053,-0.489639285586151,0.48402062980027993,,False,False,0.0,False,False,0.0,0.0,5.8205913810132364e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-26,1.0,1.0537948759198053,-0.4895555602400512,0.48410885914098445,,False,False,0.0,False,False,0.0,0.0,5.820295292082659e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-27,1.0,1.0537948759198053,-0.48947220896428884,0.48419669428828427,,False,False,0.0,False,False,0.0,0.0,5.7946269788993694e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-28,1.0,1.0537948759198053,-0.4893895447858137,0.4842838053759835,,False,False,0.0,False,False,0.0,0.0,5.747189876850152e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-29,1.0,1.0537948759198053,-0.4893078345636245,0.48436991118943673,,False,False,0.0,False,False,0.0,0.0,5.681189235351374e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-30,1.0,1.0537948759198053,-0.4892273041585039,0.4844547737177085,,False,False,0.0,False,False,0.0,0.0,5.599471846838288e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-03-31,1.0,1.0537948759198053,-0.48914814308143895,0.48453819325509195,,False,False,0.0,False,False,0.0,0.0,5.504562174524418e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-01,1.0,1.0537948759198053,-0.4890705086687723,0.4846200040013551,,False,False,0.0,False,False,0.0,0.0,5.398695144395684e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-02,1.0,1.0537948759198053,-0.48899452982843294,0.484700070113983,,False,False,0.0,False,False,0.0,0.0,5.283845861057978e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-03,1.0,1.0537948759198053,-0.48892031039801737,0.4847782821694486,,False,False,0.0,False,False,0.0,0.0,5.16175649710431e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-04,1.0,1.0537948759198053,-0.48884793215208255,0.4848545539941428,,False,False,0.0,False,False,0.0,0.0,5.033960594029208e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-05,1.0,1.0495713866414116,-0.48878198538076584,0.4869884138385674,,False,False,0.0,False,False,0.0,0.0,0.0014103393945834111,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-06,1.0,1.053558693344926,-0.4887176016684556,0.48510732217151586,,False,False,0.0,False,False,0.0,0.0,-0.0012417326287087007,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-07,1.0,1.0536487163045594,-0.48865475021257876,0.4851295497223913,,False,False,0.0,False,False,0.0,0.0,1.467290544308183e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-08,1.0,1.0537263438442894,-0.4885934110375096,0.4851562513610349,,False,False,0.0,False,False,0.0,0.0,1.762666193631575e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-09,1.0,1.048977660213105,-0.4885387093063317,0.487533807788314,,False,False,0.0,False,False,0.0,0.0,0.0015719732708883844,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-10,1.0,1.0453935257558604,-0.48849376956294965,0.4893317759268172,,False,False,0.0,False,False,0.0,0.0,0.0011901806828605744,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-11,1.0,1.048463756869231,-0.48845417590026324,0.48787349967714577,,False,False,0.0,False,False,0.0,0.0,-0.0009643877343331224,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-12,1.0,1.0465592358116729,-0.4884213731367432,0.48883810097592206,,False,False,0.0,False,False,0.0,0.0,0.0006383176411470135,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-13,1.0,1.0489321245830032,-0.48839206312353634,0.48770987559835277,,False,False,0.0,False,False,0.0,0.0,-0.0007460376546568308,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-14,1.0,1.04945809067986,-0.48836533908792884,0.48748104368655976,,False,False,0.0,False,False,0.0,0.0,-0.00015129192982199814,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-15,1.0,1.04945809067986,-0.4883409619942268,0.4875066264247726,,False,False,0.0,False,False,0.0,0.0,1.69142811861554e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-16,1.0,1.04945809067986,-0.4883187156093633,0.487529973073356,,False,False,0.0,False,False,0.0,0.0,1.543610661219483e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-17,1.0,1.04945809067986,-0.48829840426329285,0.48755128897982225,,False,False,0.0,False,False,0.0,0.0,1.4093639216287288e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-18,1.0,1.04945809067986,-0.4882798508378129,0.48757076002230204,,False,False,0.0,False,False,0.0,0.0,1.2874018807040326e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-19,1.0,1.04945809067986,-0.48826289495917263,0.48758855450632566,,False,False,0.0,False,False,0.0,0.0,1.1765636974405464e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-20,1.0,1.04945809067986,-0.4882473913727088,0.48760482487057466,,False,False,0.0,False,False,0.0,0.0,1.075801121066945e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-21,1.0,1.04945809067986,-0.48823320848025537,0.4876197092218092,,False,False,0.0,False,False,0.0,0.0,9.841672313036787e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-22,1.0,1.04945809067986,-0.48822022702326495,0.4876333327168766,,False,False,0.0,False,False,0.0,0.0,9.008063561641389e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-23,1.0,1.04945809067986,-0.488208338896492,0.4876458088077015,,False,False,0.0,False,False,0.0,0.0,8.249450358616619e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-24,1.0,1.04945809067986,-0.48819744607876925,0.48765724036339086,,False,False,0.0,False,False,0.0,0.0,7.558839169591685e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-25,1.0,1.04945809067986,-0.48818745966888333,0.48766772068204256,,False,False,0.0,False,False,0.0,0.0,6.929904753750287e-06,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-26,1.0,1.0533333645041958,-0.488174248371753,0.4857897764982745,,False,False,0.0,False,False,0.0,0.0,-0.0012402136471019122,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-27,1.0,1.051634395932764,-0.4881600816206339,0.4866340674463958,,False,False,0.0,False,False,0.0,0.0,0.0005578894898847763,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-28,1.0,1.0532104481082405,-0.4881434982611873,0.48588216745521084,,False,False,0.0,False,False,0.0,0.0,-0.000496592784936192,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-29,1.0,1.05464901944682,-0.488123385249963,0.4852011503770641,,False,False,0.0,False,False,0.0,0.0,-0.00044957591452900577,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-04-30,1.0,1.0564603637649346,-0.48809839754600626,0.4843433893754646,,False,False,0.0,False,False,0.0,0.0,-0.000565933599726171,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-01,1.0,1.0500588010262843,-0.4880760356125434,0.48749146323503056,,False,False,0.0,False,False,0.0,0.0,0.0020813593993321907,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-02,1.0,1.0498308604059328,-0.4880562752246226,0.48762346065441975,,False,False,0.0,False,False,0.0,0.0,8.727814532636257e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-03,1.0,1.0524205278697192,-0.4880361277080901,0.4863807608579581,,False,False,0.0,False,False,0.0,0.0,-0.0008210121570376091,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-04,1.0,1.063585790290954,-0.488003970819064,0.48096591103128217,,False,False,0.0,False,False,0.0,0.0,-0.0035646664324380808,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-05,1.0,1.0630750654183432,-0.48796205719478747,0.48125970412598196,,False,False,0.0,False,False,0.0,0.0,0.00019344524899875365,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-06,1.0,1.0626245341987444,-0.48791233548954227,0.48153238177060365,,False,False,0.0,False,False,0.0,0.0,0.00017957422426936116,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-07,1.0,1.0699675440597929,-0.48784818699213633,0.47801827349000126,,False,False,0.0,False,False,0.0,0.0,-0.0023089030698551587,-0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-08,1.0,1.0699675440597929,-0.4877717693870319,0.47810003784725785,,False,False,0.0,False,False,0.0,0.0,5.372518515667803e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-09,1.0,1.0699675440597929,-0.4876850267550763,0.4781928496481366,,False,False,0.0,False,False,0.0,0.0,6.0987885920540755e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-10,1.0,1.0699675440597929,-0.4875897036712042,0.4782948422540795,,False,False,0.0,False,False,0.0,0.0,6.702520880850684e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-11,1.0,1.0699675440597929,-0.4874873596527781,0.478404347032124,,False,False,0.0,False,False,0.0,0.0,7.196706814383366e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-12,1.0,1.0699675440597929,-0.48737938357018995,0.4785198779360281,,False,False,0.0,False,False,0.0,0.0,7.593323253374122e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-13,1.0,1.0699675440597929,-0.48726700773569315,0.47864011643167625,,False,False,0.0,False,False,0.0,0.0,7.903356526406562e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-14,1.0,1.0699675440597929,-0.48715132146910234,0.4787638969822219,,False,False,0.0,False,False,0.0,0.0,8.136840185430459e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-15,1.0,1.0699675440597929,-0.4870332840038578,0.4788901932390166,,False,False,0.0,False,False,0.0,0.0,8.302902014921244e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-16,1.0,1.0699675440597929,-0.48691373664730564,0.47901810503050557,,False,False,0.0,False,False,0.0,0.0,8.40981683687507e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-17,1.0,1.0699675440597929,-0.4867934141476592,0.4791468461999474,,False,False,0.0,False,False,0.0,0.0,8.46506246314185e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-18,1.0,1.0699675440597929,-0.48667295524929166,0.4792757333115939,,False,False,0.0,False,False,0.0,0.0,8.475376797081161e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-19,1.0,1.0699675440597929,-0.48655291243967086,0.4794041752217859,,False,False,0.0,False,False,0.0,0.0,8.446814603791633e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-20,1.0,1.0699675440597929,-0.4864337609069581,0.4795316634946135,,False,False,0.0,False,False,0.0,0.0,8.384802877291035e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-21,1.0,1.0699675440597929,-0.4863159067383251,0.479657763629983,,False,False,0.0,False,False,0.0,0.0,8.29419405400386e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-22,1.0,1.0699675440597929,-0.486199694396441,0.47978210706401814,,False,False,0.0,False,False,0.0,0.0,8.179316571190274e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-23,1.0,1.0699675440597929,-0.486085413516176,0.47990438389680834,,False,False,0.0,False,False,0.0,0.0,8.044022461143764e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-24,1.0,1.0699675440597929,-0.4859733050660303,0.48002433629987906,,False,False,0.0,False,False,0.0,0.0,7.891731817515983e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
1991-05-25,1.0,1.0699675440597929,-0.485863566919661,0.4801417525548395,,False,False,0.0,False,False,0.0,0.0,7.725474080085851e-05,0.0,1.0,1.0,1.2352428511809228,0.0177
