Date,NG_CT_pair,DC_QS_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_QS_pair_NG_CT_pair_pair,sharpe,CAGR
1991-01-27,1.0,1.0,-0.4729232391226201,0.5270767608773799,,False,False,0.0,False,False,0.0,0.0,-0.0009506100638510098,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-01-28,1.0,1.0,-0.47423594232339683,0.5257640576766032,,False,False,0.0,False,False,0.0,0.0,-0.0008904295188379943,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-01-29,1.0,1.0,-0.4754693349715516,0.5245306650284485,,False,False,0.0,False,False,0.0,0.0,-0.000835932417516815,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-01-30,1.0,1.0,-0.47663047853483936,0.5233695214651606,,False,False,0.0,False,False,0.0,0.0,-0.0007863467402081638,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-01-31,1.0,1.0,-0.47772552004262486,0.5222744799573751,,False,False,0.0,False,False,0.0,0.0,-0.0007410317362279246,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-01,1.0,1.0,-0.47875984164705093,0.5212401583529491,,False,False,0.0,False,False,0.0,0.0,-0.0006994520511687181,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-02,1.0,1.0,-0.4797381818005633,0.5202618181994367,,False,False,0.0,False,False,0.0,0.0,-0.0006611576058150607,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-03,1.0,1.0,-0.480664734124247,0.5193352658757531,,False,False,0.0,False,False,0.0,0.0,-0.0006257678070732727,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-04,1.0,1.0,-0.4815432285966305,0.5184567714033694,,False,False,0.0,False,False,0.0,0.0,-0.0005929590547390104,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-05,1.0,1.0,-0.48237699862444067,0.5176230013755594,,False,False,0.0,False,False,0.0,0.0,-0.0005624547794412174,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-06,1.0,1.0,-0.4831690367589997,0.5168309632410003,,False,False,0.0,False,False,0.0,0.0,-0.0005340174416598068,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-07,1.0,1.0,-0.4839220412204174,0.5160779587795826,,False,False,0.0,False,False,0.0,0.0,-0.0005074420626560626,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-08,1.0,1.0,-0.4846384549340913,0.5153615450659087,,False,False,0.0,False,False,0.0,0.0,-0.00048255096134211946,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-09,1.0,1.0,-0.48532049843292835,0.5146795015670717,,False,False,0.0,False,False,0.0,0.0,-0.00045918944736616173,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-10,1.0,1.0,-0.4859701977071877,0.5140298022928123,,False,False,0.0,False,False,0.0,0.0,-0.00043722227758124973,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-11,1.0,1.0,-0.48658940787230137,0.5134105921276986,,False,False,0.0,False,False,0.0,0.0,-0.00041653072585787725,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-12,1.0,1.0,-0.48717983335903037,0.5128201666409696,,False,False,0.0,False,False,0.0,0.0,-0.0003970101486619619,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-13,1.0,1.0,-0.4877430451991762,0.5122569548008238,,False,False,0.0,False,False,0.0,0.0,-0.0003785679536283418,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-14,1.0,1.0,-0.48828049587580746,0.5117195041241925,,False,False,0.0,False,False,0.0,0.0,-0.0003611218974652843,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-15,1.0,1.0,-0.48879353212355964,0.5112064678764403,,False,False,0.0,False,False,0.0,0.0,-0.0003445986543348654,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-16,1.0,1.0,-0.4892834059974721,0.5107165940025279,,False,False,0.0,False,False,0.0,0.0,-0.00032893260741350663,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-17,1.0,1.0,-0.4897512844745472,0.5102487155254528,,False,False,0.0,False,False,0.0,0.0,-0.0003140648254182275,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-18,1.0,1.0,-0.4901982578080818,0.5098017421919182,,False,False,0.0,False,False,0.0,0.0,-0.00029994219305561043,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-19,1.0,1.0,-0.49062534681875547,0.5093746531812445,,False,False,0.0,False,False,0.0,0.0,-0.000286516670057406,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-20,1.0,1.0,-0.49103350927684786,0.5089664907231521,,False,False,0.0,False,False,0.0,0.0,-0.00027374465801935333,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-21,1.0,1.0,-0.49142364550554196,0.508576354494458,,False,False,0.0,False,False,0.0,0.0,-0.0002615864579254821,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-22,1.0,1.0,-0.49179660331504893,0.5082033966849511,,False,False,0.0,False,False,0.0,0.0,-0.00025000580419487956,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-23,1.0,1.0,-0.492153182360482,0.507846817639518,,False,False,0.0,False,False,0.0,0.0,-0.00023896946348965771,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-24,1.0,1.0,-0.4924941380023811,0.5075058619976189,,False,False,0.0,False,False,0.0,0.0,-0.00022844688847851384,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-25,1.0,1.0,-0.49282018473704564,0.5071798152629543,,False,False,0.0,False,False,0.0,0.0,-0.0002184099183533367,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-26,1.0,1.0,-0.4931319992539681,0.5068680007460319,,False,False,0.0,False,False,0.0,0.0,-0.0002088325192134459,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-27,1.0,1.0,-0.49343022316934976,0.5065697768306503,,False,False,0.0,False,False,0.0,0.0,-0.00019969055852418803,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-02-28,1.0,1.0,-0.49371546547765516,0.5062845345223448,,False,False,0.0,False,False,0.0,0.0,-0.00019096160875210414,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-01,1.0,1.0,-0.4939883047572144,0.5060116952427856,,False,False,0.0,False,False,0.0,0.0,-0.00018262477603770298,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-02,1.0,1.0,-0.4942492911608277,0.5057507088391723,,False,False,0.0,False,False,0.0,0.0,-0.0001746605503895014,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-03,1.0,1.0,-0.49449894821802887,0.5055010517819711,,False,False,0.0,False,False,0.0,0.0,-0.00016705067440751727,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-04,1.0,1.0,-0.4947377744719946,0.5052622255280055,,False,False,0.0,False,False,0.0,0.0,-0.00015977802798889943,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-05,1.0,1.0,-0.494966244970955,0.505033755029045,,False,False,0.0,False,False,0.0,0.0,-0.00015282652683900802,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-06,1.0,1.0,-0.4951848126312774,0.5048151873687226,,False,False,0.0,False,False,0.0,0.0,-0.0001461810329238319,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-07,1.0,1.0,-0.4953939094870962,0.5046060905129037,,False,False,0.0,False,False,0.0,0.0,-0.00013982727526992694,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-08,1.0,1.0,-0.49559394783938776,0.5044060521606122,,False,False,0.0,False,False,0.0,0.0,-0.00013375177973976726,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-09,1.0,1.0,-0.495785321315692,0.504214678684308,,False,False,0.0,False,False,0.0,0.0,-0.00012794180660619496,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-10,1.0,1.0,-0.4959684058502217,0.5040315941497783,,False,False,0.0,False,False,0.0,0.0,-0.0001223852949124946,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-11,1.0,1.0,-0.49614356059284176,0.5038564394071583,,False,False,0.0,False,False,0.0,0.0,-0.00011707081274377959,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-12,1.0,1.0,-0.49631112875431466,0.5036888712456853,,False,False,0.0,False,False,0.0,0.0,-0.00011198751265888776,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-13,1.0,1.0,-0.49647143839427205,0.5035285616057279,,False,False,0.0,False,False,0.0,0.0,-0.00010712509162848022,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-14,1.0,1.0,-0.49662480315756125,0.5033751968424387,,False,False,0.0,False,False,0.0,0.0,-0.00010247375492216328,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-15,1.0,1.0,-0.4967715229639156,0.5032284770360844,,False,False,0.0,False,False,0.0,0.0,-9.802418345302501e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-16,1.0,1.0,-0.49691188465529135,0.5030881153447087,,False,False,0.0,False,False,0.0,0.0,-9.376750416280527e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-17,1.0,1.0,-0.4970461626046885,0.5029538373953115,,False,False,0.0,False,False,0.0,0.0,-8.969526307959952e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-18,1.0,1.0,-0.4971746192898177,0.5028253807101823,,False,False,0.0,False,False,0.0,0.0,-8.579940073396906e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-19,1.0,1.0,-0.49729750583458154,0.5027024941654185,,False,False,0.0,False,False,0.0,0.0,-8.207222965712042e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-20,1.0,1.0,-0.49741506252099355,0.5025849374790065,,False,False,0.0,False,False,0.0,0.0,-7.850641372211609e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-21,1.0,1.0,-0.49752751927386385,0.5024724807261362,,False,False,0.0,False,False,0.0,0.0,-7.509494912309446e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-22,1.0,1.0,-0.4976350961203184,0.5023649038796816,,False,False,0.0,False,False,0.0,0.0,-7.183114680822665e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-23,1.0,1.0,-0.4977380036259957,0.5022619963740043,,False,False,0.0,False,False,0.0,0.0,-6.870861621203549e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-24,1.0,1.0,-0.49783644330956744,0.5021635566904326,,False,False,0.0,False,False,0.0,0.0,-6.5721250148111e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-25,1.0,1.0,-0.4979306080370599,0.5020693919629401,,False,False,0.0,False,False,0.0,0.0,-6.286321074369364e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-26,1.0,1.0,-0.49802068239730174,0.5019793176026983,,False,False,0.0,False,False,0.0,0.0,-6.0128916309505985e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-27,1.0,1.0,-0.4981068430596955,0.5018931569403045,,False,False,0.0,False,False,0.0,0.0,-5.751302905598603e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-28,1.0,1.0,-0.49818925911539474,0.5018107408846053,,False,False,0.0,False,False,0.0,0.0,-5.501044357226543e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-29,1.0,1.0,-0.4982680924028691,0.5017319075971309,,False,False,0.0,False,False,0.0,0.0,-5.2616276001678705e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-30,1.0,1.0,-0.498343497818752,0.501656502181248,,False,False,0.0,False,False,0.0,0.0,-5.0325853846387844e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-03-31,1.0,1.0,-0.498415623614788,0.501584376385212,,False,False,0.0,False,False,0.0,0.0,-4.8134706352031075e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-01,1.0,1.0,-0.49848461168162983,0.5015153883183702,,False,False,0.0,False,False,0.0,0.0,-4.6038555420624324e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-02,1.0,1.0,-0.4985505978201743,0.5014494021798257,,False,False,0.0,False,False,0.0,0.0,-4.403330701042493e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-03,1.0,1.0,-0.4986137120010727,0.5013862879989273,,False,False,0.0,False,False,0.0,0.0,-4.2115042984734776e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-04,1.0,1.0,-0.49867407861300594,0.5013259213869941,,False,False,0.0,False,False,0.0,0.0,-4.028001337627247e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-05,1.0,1.0,-0.4987318167002712,0.5012681832997288,,False,False,0.0,False,False,0.0,0.0,-3.852462903763582e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-06,1.0,1.0,-0.49878704019018927,0.5012129598098107,,False,False,0.0,False,False,0.0,0.0,-3.684545464913821e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-07,1.0,1.0,-0.49883985811080966,0.5011601418891903,,False,False,0.0,False,False,0.0,0.0,-3.523920206323415e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-08,1.0,1.0,-0.49889037479935944,0.5011096252006406,,False,False,0.0,False,False,0.0,0.0,-3.3702723961036726e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-09,1.0,1.0,-0.4989386901018544,0.5010613098981456,,False,False,0.0,False,False,0.0,0.0,-3.223300780351926e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-10,1.0,1.0,-0.4989848995642676,0.5010151004357324,,False,False,0.0,False,False,0.0,0.0,-3.082717005796054e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-11,1.0,1.0,-0.4990290946156275,0.5009709053843725,,False,False,0.0,False,False,0.0,0.0,-2.9482450686667748e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-12,1.0,1.0,-0.4990713627433966,0.5009286372566034,,False,False,0.0,False,False,0.0,0.0,-2.8196207878810844e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-13,1.0,1.0,-0.4991117876614653,0.5008882123385348,,False,False,0.0,False,False,0.0,0.0,-2.6965913016880964e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-14,1.0,1.0,-0.49915044947107634,0.5008495505289237,,False,False,0.0,False,False,0.0,0.0,-2.5789145862402448e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-15,1.0,1.0,-0.4991874248149807,0.5008125751850193,,False,False,0.0,False,False,0.0,0.0,-2.4663589950340825e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-16,1.0,1.0,-0.4992227870251106,0.5007772129748894,,False,False,0.0,False,False,0.0,0.0,-2.3587028182826325e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-17,1.0,1.0,-0.49925660626404267,0.5007433937359573,,False,False,0.0,False,False,0.0,0.0,-2.2557338610873344e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-18,1.0,1.0,-0.49928894966051085,0.5007110503394891,,False,False,0.0,False,False,0.0,0.0,-2.1572490396534622e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-19,1.0,1.0,-0.49931988143921685,0.5006801185607832,,False,False,0.0,False,False,0.0,0.0,-2.0630539946054113e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-20,1.0,1.0,-0.49934946304517613,0.5006505369548239,,False,False,0.0,False,False,0.0,0.0,-1.9729627207294836e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-21,1.0,1.0,-0.49937775326282563,0.5006222467371744,,False,False,0.0,False,False,0.0,0.0,-1.8867972122390775e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-22,1.0,1.0,-0.49940480833011025,0.5005951916698897,,False,False,0.0,False,False,0.0,0.0,-1.8043871230979745e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-23,1.0,1.0,-0.49943068204775615,0.5005693179522439,,False,False,0.0,False,False,0.0,0.0,-1.7255694414966738e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-24,1.0,1.0,-0.4994554258839297,0.5005445741160703,,False,False,0.0,False,False,0.0,0.0,-1.6501881780835242e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-25,1.0,1.0,-0.4994790890744732,0.5005209109255269,,False,False,0.0,False,False,0.0,0.0,-1.578094067192539e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-26,1.0,1.0,-0.4995017187188996,0.5004982812811004,,False,False,0.0,False,False,0.0,0.0,-1.5091442806605472e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-27,1.0,1.0,-0.4995233598723224,0.5004766401276777,,False,False,0.0,False,False,0.0,0.0,-1.4432021535548666e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-28,1.0,1.0,-0.4995440556334882,0.5004559443665118,,False,False,0.0,False,False,0.0,0.0,-1.380136921497787e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-29,1.0,1.0,-0.49956384722907393,0.500436152770926,,False,False,0.0,False,False,0.0,0.0,-1.3198234688246153e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-04-30,1.0,1.0,-0.4995827740944028,0.5004172259055972,,False,False,0.0,False,False,0.0,0.0,-1.26214208750252e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-01,1.0,1.0,-0.4996008739507285,0.5003991260492715,,False,False,0.0,False,False,0.0,0.0,-1.206978246021007e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-02,1.0,1.0,-0.49961818287922916,0.5003818171207708,,False,False,0.0,False,False,0.0,0.0,-1.1542223679551356e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-03,1.0,1.0,-0.49963473539184905,0.5003652646081509,,False,False,0.0,False,False,0.0,0.0,-1.103769619978086e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-04,1.0,1.0,-0.49965056449911815,0.5003494355008818,,False,False,0.0,False,False,0.0,0.0,-1.0555197086420358e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-05,1.0,1.0,-0.4996657017750764,0.5003342982249236,,False,False,0.0,False,False,0.0,0.0,-1.0093766857731987e-05,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-06,1.0,1.0,-0.4996801774194233,0.5003198225805767,,False,False,0.0,False,False,0.0,0.0,-9.65248762024475e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-07,1.0,1.0,-0.4996940203170089,0.5003059796829912,,False,False,0.0,False,False,0.0,0.0,-9.230481283523043e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-08,1.0,1.0,-0.49970725809477756,0.5002927419052224,,False,False,0.0,False,False,0.0,0.0,-8.826907849705818e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-09,1.0,1.0,-0.4997199171762714,0.5002800828237286,,False,False,0.0,False,False,0.0,0.0,-8.440963775204536e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-10,1.0,1.0,-0.4997320228337958,0.5002679771662042,,False,False,0.0,False,False,0.0,0.0,-8.07188040269636e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-11,1.0,1.0,-0.4997435992383455,0.5002564007616546,,False,False,0.0,False,False,0.0,0.0,-7.718922458151055e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-12,1.0,1.0,-0.49975466950738545,0.5002453304926145,,False,False,0.0,False,False,0.0,0.0,-7.381386612818869e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-13,1.0,1.0,-0.49976525575057745,0.5002347442494226,,False,False,0.0,False,False,0.0,0.0,-7.05860010515289e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-14,1.0,1.0,-0.4997753791135384,0.5002246208864616,,False,False,0.0,False,False,0.0,0.0,-6.749919422604913e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-15,1.0,1.0,-0.4997850598197146,0.5002149401802853,,False,False,0.0,False,False,0.0,0.0,-6.454729037909071e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-16,1.0,1.0,-0.4997943172104512,0.5002056827895488,,False,False,0.0,False,False,0.0,0.0,-6.172440200838536e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-17,1.0,1.0,-0.4998031697833334,0.5001968302166666,,False,False,0.0,False,False,0.0,0.0,-5.902489780354739e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-18,1.0,1.0,-0.49981163522887334,0.5001883647711267,,False,False,0.0,False,False,0.0,0.0,-5.644339156366108e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-19,1.0,1.0,-0.4998197304656125,0.5001802695343875,,False,False,0.0,False,False,0.0,0.0,-5.3974731594285895e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-20,1.0,1.0,-0.4998274716737074,0.5001725283262926,,False,False,0.0,False,False,0.0,0.0,-5.161399055021018e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-21,1.0,1.0,-0.49983487432706303,0.5001651256729369,,False,False,0.0,False,False,0.0,0.0,-4.935645571622299e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-22,1.0,1.0,-0.4998419532240765,0.5001580467759235,,False,False,0.0,False,False,0.0,0.0,-4.719761971079909e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-23,1.0,1.0,-0.4998487225170496,0.5001512774829504,,False,False,0.0,False,False,0.0,0.0,-4.513317157541091e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-24,1.0,1.0,-0.49985519574032794,0.5001448042596721,,False,False,0.0,False,False,0.0,0.0,-4.3158988258839245e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-25,1.0,1.0,-0.4998613858372206,0.5001386141627794,,False,False,0.0,False,False,0.0,0.0,-4.12711264599814e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-26,1.0,1.0,-0.49986730518575306,0.5001326948142469,,False,False,0.0,False,False,0.0,0.0,-3.946581482228478e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-27,1.0,1.0,-0.499872965623303,0.500127034376697,,False,False,0.0,False,False,0.0,0.0,-3.773944647073047e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-28,1.0,1.0,-0.4998783784701675,0.5001216215298325,,False,False,0.0,False,False,0.0,0.0,-3.608857186158207e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-29,1.0,1.0,-0.49988355455210687,0.5001164454478931,,False,False,0.0,False,False,0.0,0.0,-3.4509891942518246e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-30,1.0,1.0,-0.4998885042219102,0.5001114957780898,,False,False,0.0,False,False,0.0,0.0,-3.300025161485904e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
1991-05-31,1.0,1.0,-0.49989323738002356,0.5001067626199764,,False,False,0.0,False,False,0.0,0.0,-3.155663346814277e-06,-0.0,1.0,1.0,1.262728197190987,0.0168
